INDEX;EVENT_ID;EVENT_NAME;EVENT_INDEX;PARAGRAPH_ID;PARAGRAPH_INDEX;STRING_ID;STRING_INDEX;TEXT_ORIGINAL;TEXT_TRADUZIDO
0;61F51FF8;TITLE_HELP_01;0;0;0;0;0;Aperte {button:A};Aperte {button:A}
1;61F51FF8;TITLE_HELP_01;0;1;1;0;0;Aperte {button:A};Aperte {button:A}
2;5F174A3B;TITLE_HEAD_02;1;0;0;0;0;Hist�ria;Hist�ria
3;5F174A3B;TITLE_HEAD_02;1;1;1;0;0;Hist�ria;Hist�ria
4;3674EF0E;TITLE_HEAD_04;2;0;0;0;0;Treinamento;Treinamento
5;3674EF0E;TITLE_HEAD_04;2;1;1;0;0;Treinamento;Treinamento
6;4173DF98;TITLE_HEAD_05;3;0;0;0;0;M�sica;M�sica
7;4173DF98;TITLE_HEAD_05;3;1;1;0;0;M�sica;M�sica
8;04428D8C;TITLE_HEAD_24;4;0;0;0;0;Novo jogo;Novo jogo
9;7345BD1A;TITLE_HEAD_25;5;0;0;0;0;Pr�logo;Pr�logo
10;6A4CECA0;TITLE_HEAD_26;6;0;0;0;0;Menu principal;Menu principal
11;6A4CECA0;TITLE_HEAD_26;6;1;1;0;0;Menu principal;Menu principal
12;1D4BDC36;TITLE_HEAD_27;7;0;0;0;0;�rcade;�rcade
13;1D4BDC36;TITLE_HEAD_27;7;1;1;0;0;�rcade;�rcade
14;0DF4C1A7;TITLE_HEAD_28;8;0;0;0;0;(?);(?)
15;7AF3F131;TITLE_HEAD_29;9;0;0;0;0;Recordes;Recordes
16;1A3478D4;TITLE_HEAD_30;10;0;0;0;0;Troca de Arwing;Troca de Arwing
17;1A3478D4;TITLE_HEAD_30;10;1;1;0;0;Troca de Arwing;Troca de Arwing
18;6D334842;TITLE_HEAD_31;11;0;0;0;0;Star Fox Guard;Star Fox Guard
19;6D334842;TITLE_HEAD_31;11;1;1;0;0;Star Fox Guard;Star Fox Guard
20;743A19F8;TITLE_HEAD_32;12;0;0;0;0;Co-op;Co-op
21;743A19F8;TITLE_HEAD_32;12;1;1;0;0;Co-op;Co-op
22;033D296E;TITLE_HEAD_33;13;0;0;0;0;Classifica��o por rota;Classifica��o por rota
23;033D296E;TITLE_HEAD_33;13;1;1;0;0;Classificaca��o por rota;Classificaca��o por rota
24;4560B560;TITLE_ARCADE_BASE_01;14;0;0;0;0;Por pontos;Por pontos
25;4560B560;TITLE_ARCADE_BASE_01;14;1;1;0;0;Por pontos;Por pontos
26;5C69E4DA;TITLE_ARCADE_BASE_02;15;0;0;0;0;Por tempo;Por tempo
27;5C69E4DA;TITLE_ARCADE_BASE_02;15;1;1;0;0;Por tempo;Por tempo
28;2B7CB4B7;TITLE_ARCADE_BASE_10;16;0;0;0;0;Pontua��o:;Pontua��o:
29;5C7B8421;TITLE_ARCADE_BASE_11;17;0;0;0;0;Tempo:;Tempo:
30;6547C9ED;TITLE_STG_BASE_01;18;0;0;0;0;{button:X};{button:X}
31;6547C9ED;TITLE_STG_BASE_01;18;0;0;1;1;Recordes;Recordes
32;6547C9ED;TITLE_STG_BASE_01;18;1;1;0;0;{button:X};{button:X}
33;6547C9ED;TITLE_STG_BASE_01;18;1;1;1;1;Recordes;Recordes
34;4D07D0C3;TITLE_MSSN_BASE_01;19;0;0;0;0;{button:X};{button:X}
35;4D07D0C3;TITLE_MSSN_BASE_01;19;0;0;1;1;Co-op;Co-op
36;540E8179;TITLE_MSSN_BASE_02;20;0;0;0;0;{button:A};{button:A}
37;540E8179;TITLE_MSSN_BASE_02;20;0;0;1;1;Solo;Solo
38;2309B1EF;TITLE_MSSN_BASE_03;21;0;0;0;0;;
39;246475F6;TITLE_MSSN_BASE_07;22;0;0;0;0;(!);(!)
40;082AF575;TITLE_BRF_NAME_01;23;0;0;0;0;General Pepper;General Pepper
41;1123A4CF;TITLE_BRF_NAME_02;24;0;0;0;0;Star Fox;Star Fox
42;105AB6E2;TITLE_BRF_BASE_01;25;0;0;0;0;Transmiss�o;Transmiss�o
43;2A7C79C7;TITLE_SCORE_BASE_01;26;0;0;0;0;Recorde total da miss�o:;Recorde total da miss�o:
44;3375287D;TITLE_SCORE_BASE_02;27;0;0;0;0;Tempo total de jogo:;Tempo total de jogo:
45;2D11BDDE;TITLE_SCORE_BASE_05;28;0;0;0;0;Medalhas:;Medalhas:
46;447218EB;TITLE_SCORE_BASE_03;29;0;0;0;0;Recorde pessoal:;Recorde pessoal:
47;5A168D48;TITLE_SCORE_BASE_04;30;0;0;0;0;Recorde da miss�o;Recorde da miss�o
48;51DEA2F2;TITLE_HEAD_19;31;0;0;0;0;Treinamento;Treinamento
49;51DEA2F2;TITLE_HEAD_19;31;1;1;0;0;Treinamento;Treinamento
50;5B63A55E;TITLE_BASE_01;32;0;0;0;0;{button:B};{button:B}
51;5B63A55E;TITLE_BASE_01;32;0;0;1;1;Voltar;Voltar
